ISO_639_3	Script	Base_Characters
soy	Latin	ACEƐFHIKLMNŊOƆPRSTUWYÁÉÍÓÕÚĨŨṌṸẼaceɛfhiklmnŋoɔprstuwyáéíóõúĩũṍṹẽ
spa	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÑÓÚÜabcdefghijklmnopqrstuvwxyzáéíñóúü¡¿
squ	Latin	AWYÁCHʼEÉIÍKḴLMNPSTUÚXawyácheéiíkḵlmnpstuúx7’'
srd	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÇÈÌÒÙabcdefghijklmnopqrstuvwxyzàçèìòù
srm	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁËÖabcdefghijklmnopqrstuvwxyzáëö
srn	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÈÒabcdefghijklmnopqrstuvwxyzèò
srp	Cyrillic	АБВГДЕЖЗИКЛМНОПРСТУФХЦЧШЂЈЉЊЋЏабвгдежзиклмнопрстуфхцчшђјљњћџ
srp	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĆČĐŚŠŹŽabcdefghijklmnopqrstuvwxyzćčđśšźž
srr	Latin	ABƁCƇDƊEFGHIJKLMNÑŊOPƤQRSTƬUWXYƳabɓcƈdɗefghijklmnñŋopƥqrstƭuwxyƴ'
ssw	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
suk	Latin	ABCDEFGHIJKLMNOPRSTUVWYZꞮabcdefghijklmnoprstuvwyz'ɪ
sun	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÉabcdefghijklmnopqrstuvwxyzé
sun	Sundanese	ᮊᮌᮍᮎᮏᮑᮒᮓᮔᮕᮘᮙᮚᮛᮜᮝᮞᮠᮖᮋᮗᮟᮐᮃᮆᮄᮇᮅᮈᮉ
sus	Latin	ABDEƐFGHIKXLMNƝOƆPRSTUWYabdeɛfghikxlmnɲoɔprstuwy
sux	Sumero-Akkadian Cuneiforms	𒀀𒀁𒀂𒀃𒀄𒀅𒀆𒀇𒀈𒀉𒀊𒀋𒀌𒀍𒀎𒀏𒀐𒀑𒀒𒀓𒀔𒀕𒀖𒀗𒀘𒀙𒀚𒀛𒀜𒀝𒀞𒀟𒀠𒀡𒀢𒀣𒀤𒀥𒀦𒀧𒀨𒀩𒀪𒀫𒀬𒀭𒀮𒀯𒀰𒀱𒀲𒀳𒀴𒀵𒀶𒀷𒀸𒀹𒀺𒀻𒀼𒀽𒀾𒀿𒁀𒁁𒁂𒁃𒁄𒁅𒁆𒁇𒁈𒁉𒁊𒁋𒁌𒁍𒁎𒁏𒁐𒁑𒁒𒁓𒁔𒁕𒁖𒁗𒁘𒁙𒁚𒁛𒁜𒁝𒁞𒁟𒁠𒁡𒁢𒁣𒁤𒁥𒁦𒁧𒁨𒁩𒁪𒁫𒁬𒁭𒁮𒁯𒁰𒁱𒁲𒁳𒁴𒁵𒁶𒁷𒁸𒁹𒁺𒁻𒁼𒁽𒁾𒁿𒂀𒂁𒂂𒂃𒂄𒂅𒂆𒂇𒂈𒂉𒂊𒂋𒂌𒂍𒂎𒂏𒂐𒂑𒂒𒂓𒂔𒂕𒂖𒂗𒂘𒂙𒂚𒂛𒂜𒂝𒂞𒂟𒂠𒂡𒂢𒂣𒂤𒂥𒂦𒂧𒂨𒂩𒂪𒂫𒂬𒂭𒂮𒂯𒂰𒂱𒂲𒂳𒂴𒂵𒂶𒂷𒂸𒂹𒂺𒂻𒂼𒂽𒂾𒂿𒃀𒃁𒃂𒃃𒃄𒃅𒃆𒃇𒃈𒃉𒃊𒃋𒃌𒃍𒃎𒃏𒃐𒃑𒃒𒃓𒃔𒃕𒃖𒃗𒃘𒃙𒃚𒃛𒃜𒃝𒃞𒃟𒃠𒃡𒃢𒃣𒃤𒃥𒃦𒃧𒃨𒃩𒃪𒃫𒃬𒃭𒃮𒃯𒃰𒃱𒃲𒃳𒃴𒃵𒃶𒃷𒃸𒃹𒃺𒃻𒃼𒃽𒃾𒃿𒄀𒄁𒄂𒄃𒄄𒄅𒄆𒄇𒄈𒄉𒄊𒄋𒄌𒄍𒄎𒄏𒄐𒄑𒄒𒄓𒄔𒄕𒄖𒄗𒄘𒄙𒄚𒄛𒄜𒄝𒄞𒄟𒄠𒄡𒄢𒄣𒄤𒄥𒄦𒄧𒄨𒄩𒄪𒄫𒄬𒄭𒄮𒄯𒄰𒄱𒄲𒄳𒄴𒄵𒄶𒄷𒄸𒄹𒄺𒄻𒄼𒄽𒄾𒄿𒅀𒅁𒅂𒅃𒅄𒅅𒅆𒅇𒅈𒅉𒅊𒅋𒅌𒅍𒅎𒅏𒅐𒅑𒅒𒅓𒅔𒅕𒅖𒅗𒅘𒅙𒅚𒅛𒅜𒅝𒅞𒅟𒅠𒅡𒅢𒅣𒅤𒅥𒅦𒅧𒅨𒅩𒅪𒅫𒅬𒅭𒅮𒅯𒅰𒅱𒅲𒅳𒅴𒅵𒅶𒅷𒅸𒅹𒅺𒅻𒅼𒅽𒅾𒅿𒆀𒆁𒆂𒆃𒆄𒆅𒆆𒆇𒆈𒆉𒆊𒆋𒆌𒆍𒆎𒆏𒆐𒆑𒆒𒆓𒆔𒆕𒆖𒆗𒆘𒆙𒆚𒆛𒆜𒆝𒆞𒆟𒆠𒆡𒆢𒆣𒆤𒆥𒆦𒆧𒆨𒆩𒆪𒆫𒆬𒆭𒆮𒆯𒆰𒆱𒆲𒆳𒆴𒆵𒆶𒆷𒆸𒆹𒆺𒆻𒆼𒆽𒆾𒆿𒇀𒇁𒇂𒇃𒇄𒇅𒇆𒇇𒇈𒇉𒇊𒇋𒇌𒇍𒇎𒇏𒇐𒇑𒇒𒇓𒇔𒇕𒇖𒇗𒇘𒇙𒇚𒇛𒇜𒇝𒇞𒇟𒇠𒇡𒇢𒇣𒇤𒇥𒇦𒇧𒇨𒇩𒇪𒇫𒇬𒇭𒇮𒇯𒇰𒇱𒇲𒇳𒇴𒇵𒇶𒇷𒇸𒇹𒇺𒇻𒇼𒇽𒇾𒇿𒈀𒈁𒈂𒈃𒈄𒈅𒈆𒈇𒈈𒈉𒈊𒈋𒈌𒈍𒈎𒈏𒈐𒈑𒈒𒈓𒈔𒈕𒈖𒈗𒈘𒈙𒈚𒈛𒈜𒈝𒈞𒈟𒈠𒈡𒈢𒈣𒈤𒈥𒈦𒈧𒈨𒈩𒈪𒈫𒈬𒈭𒈮𒈯𒈰𒈱𒈲𒈳𒈴𒈵𒈶𒈷𒈸𒈹𒈺𒈻𒈼𒈽𒈾𒈿𒉀𒉁𒉂𒉃𒉄𒉅𒉆𒉇𒉈𒉉𒉊𒉋𒉌𒉍𒉎𒉏𒉐𒉑𒉒𒉓𒉔𒉕𒉖𒉗𒉘𒉙𒉚𒉛𒉜𒉝𒉞𒉟𒉠𒉡𒉢𒉣𒉤𒉥𒉦𒉧𒉨𒉩𒉪𒉫𒉬𒉭𒉮𒉯𒉰𒉱𒉲𒉳𒉴𒉵𒉶𒉷𒉸𒉹𒉺𒉻𒉼𒉽𒉾𒉿𒊀𒊁𒊂𒊃𒊄𒊅𒊆𒊇𒊈𒊉𒊊𒊋𒊌𒊍𒊎𒊏𒊐𒊑𒊒𒊓𒊔𒊕𒊖𒊗𒊘𒊙𒊚𒊛𒊜𒊝𒊞𒊟𒊠𒊡𒊢𒊣𒊤𒊥𒊦𒊧𒊨𒊩𒊪𒊫𒊬𒊭𒊮𒊯𒊰𒊱𒊲𒊳𒊴𒊵𒊶𒊷𒊸𒊹𒊺𒊻𒊼𒊽𒊾𒊿𒋀𒋁𒋂𒋃𒋄𒋅𒋆𒋇𒋈𒋉𒋊𒋋𒋌𒋍𒋎𒋏𒋐𒋑𒋒𒋓𒋔𒋕𒋖𒋗𒋘𒋙𒋚𒋛𒋜𒋝𒋞𒋟𒋠𒋡𒋢𒋣𒋤𒋥𒋦𒋧𒋨𒋩𒋪𒋫𒋬𒋭𒋮𒋯𒋰𒋱𒋲𒋳𒋴𒋵𒋶𒋷𒋸𒋹𒋺𒋻𒋼𒋽𒋾𒋿𒌀𒌁𒌂𒌃𒌄𒌅𒌆𒌇𒌈𒌉𒌊𒌋𒌌𒌍𒌎𒌏𒌐𒌑𒌒𒌓𒌔𒌕𒌖𒌗𒌘𒌙𒌚𒌛𒌜𒌝𒌞𒌟𒌠𒌡𒌢𒌣𒌤𒌥𒌦𒌧𒌨𒌩𒌪𒌫𒌬𒌭𒌮𒌯𒌰𒌱𒌲𒌳𒌴𒌵𒌶𒌷𒌸𒌹𒌺𒌻𒌼𒌽𒌾𒌿𒍀𒍁𒍂𒍃𒍄𒍅𒍆𒍇𒍈𒍉𒍊𒍋𒍌𒍍𒍎𒍏𒍐𒍑𒍒𒍓𒍔𒍕𒍖𒍗𒍘𒍙𒍚𒍛𒍜𒍝𒍞𒍟𒍠𒍡𒍢𒍣𒍤𒍥𒍦𒍧𒍨𒍩𒍪𒍫𒍬𒍭𒍮𒍯𒍰𒍱𒍲𒍳𒍴𒍵𒍶𒍷𒍸𒍹𒍺𒍻𒍼𒍽𒍾𒍿𒎀𒎁𒎂𒎃𒎄𒎅𒎆𒎇𒎈𒎉𒎊𒎋𒎌𒎍𒎎𒎏𒎐𒎑𒎒𒎓𒎔𒎕𒎖𒎗𒎘𒎙𒐀𒐁𒐂𒐃𒐄𒐅𒐆𒐇𒐈𒐉𒐊𒐋𒐌𒐍𒐎𒐏𒐐𒐑𒐒𒐓𒐔𒐕𒐖𒐗𒐘𒐙𒐚𒐛𒐜𒐝𒐞𒐟𒐠𒐡𒐢𒐣𒐤𒐥𒐦𒐧𒐨𒐩𒐪𒐫𒐬𒐭𒐮𒐯𒐰𒐱𒐲𒐳𒐴𒐵𒐶𒐷𒐸𒐹𒐺𒐻𒐼𒐽𒐾𒐿𒑀𒑁𒑂𒑃𒑄𒑅𒑆𒑇𒑈𒑉𒑊𒑋𒑌𒑍𒑎𒑏𒑐𒑑𒑒𒑓𒑔𒑕𒑖𒑗𒑘𒑙𒑚𒑛𒑜𒑝𒑞𒑟𒑠𒑡𒑢𒑣𒑤𒑥𒑦𒑧𒑨𒑩𒑪𒑫𒑬𒑭𒑮𒑰𒑱𒑲𒑳𒑴𒒀𒒁𒒂𒒃𒒄𒒅𒒆𒒇𒒈𒒉𒒊𒒋𒒌𒒍𒒎𒒏𒒐𒒑𒒒𒒓𒒔𒒕𒒖𒒗𒒘𒒙𒒚𒒛𒒜𒒝𒒞𒒟𒒠𒒡𒒢𒒣𒒤𒒥𒒦𒒧𒒨𒒩𒒪𒒫𒒬𒒭𒒮𒒯𒒰𒒱𒒲𒒳𒒴𒒵𒒶𒒷𒒸𒒹𒒺𒒻𒒼𒒽𒒾𒒿𒓀𒓁𒓂𒓃𒓄𒓅𒓆𒓇𒓈𒓉𒓊𒓋𒓌𒓍𒓎𒓏𒓐𒓑𒓒𒓓𒓔𒓕𒓖𒓗𒓘𒓙𒓚𒓛𒓜𒓝𒓞𒓟𒓠𒓡𒓢𒓣𒓤𒓥𒓦𒓧𒓨𒓩𒓪𒓫𒓬𒓭𒓮𒓯𒓰𒓱𒓲𒓳𒓴𒓵𒓶𒓷𒓸𒓹𒓺𒓻𒓼𒓽𒓾𒓿𒔀𒔁𒔂𒔃𒔄𒔅𒔆𒔇𒔈𒔉𒔊𒔋𒔌𒔍𒔎𒔏𒔐𒔑𒔒𒔓𒔔𒔕𒔖𒔗𒔘𒔙𒔚𒔛𒔜𒔝𒔞𒔟𒔠𒔡𒔢𒔣𒔤𒔥𒔦𒔧𒔨𒔩𒔪𒔫𒔬𒔭𒔮𒔯𒔰𒔱𒔲𒔳𒔴𒔵𒔶𒔷𒔸𒔹𒔺𒔻𒔼𒔽𒔾𒔿𒕀𒕁𒕂𒕃
sva	Georgian	ᲐᲑᲒᲓᲔᲕᲖᲗᲘᲙᲚᲛᲜᲝᲞᲟᲠᲡᲢᲣᲤᲥᲦᲧᲨᲩᲪᲫᲬᲭᲮᲯᲰაეიოუჶჱჲჳჴჸჷ
swb	Arabic	حچجثتپباسزرذدخڠغعظطضصشنملڬكقڤڢفيوه
swb	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyz
swc	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyz
swe	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÄÅÉËÖÜabcdefghijklmnopqrstuvwxyzàáäåéëöü
swh	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyz
sxw	Latin	ABCDƉEƐFGƔHIJKLMNŊOƆPSTUVWXYZabcdɖeɛfgɣhijklmnŋoɔpstuvwxyz
szl	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĆČŃŘŚŠŮŹŻŽabcdefghijklmnopqrstuvwxyzćčńřśšůźżž
tab	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
tah	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀĒĪŌŪabcdefghijklmnopqrstuvwxyzāēīōū
taj	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलवशषसहऽ
taj	Tibetan	ཀཁགངཅཆཇཉཏཐདནཔཕབམཙཚཛཝཞཟའཡརལཤསཧཨ
tam	Tamil	அஆஇஈஉஊஎஏஐஒஓஔஃகஙசஞடணதநபமயரலவழளறனஜஶஷஸஹ
tat	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҖҢҮҺӘӨабвгдежзийклмнопрстуфхцчшщъыьэюяёҗңүһәө
tay	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZŊƏabcdefghijklmnopqrstuvwxyzŋə’
tbz	Latin	ABCDĐEƐFHIKLMNŊOƆPRSTUWXYZÀÁÃÈÉÌÍĨḾŃǸÒÓÙÚŨabcdđeɛfhiklmnŋoɔprstuwxyzàáãèéìíĩḿńǹòóùúũ
tca	Latin	ABČDEFGHIJKLMNÑOPRSTUÜWXYabčdefghijklmnñoprstuüwxyʔ
tdt	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÑÁÓÉÍabcdefghijklmnopqrstuvwxyzñáóéí
tel	Telugu	అభఇఉఋఌఎఐఒఔఆఈఊౠౡఏఓకఖగఘఙచఛజఝఞటఠడఢణతథదధనపఫబమయరలవళశషసహఱ
tem	Latin	AɅBDEƐƏFGHIKLMNŊOƆPRSTUWaʌbdeɛəfghiklmnŋoɔprstuw
teo	Latin	ABCDEGHIJKLMNOPRSTUVWXYŊabcdeghijklmnoprstuvwxyŋ
teo	Latin	ABCDEFGHIJKLMNOPRSTUVWYabcdefghijklmnoprstuvwyƆƐƗɄɔɛɨʉᵃᵉᵋᵒᵓᵘᶤᶶⁱ
tet	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÑÁÓÉÍabcdefghijklmnopqrstuvwxyzñáóéí
tgk	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЧШЪЭЮЯЁҒҚҲҶӢӮабвгдежзийклмнопрстуфхчшъэюяёғқҳҷӣӯ
tgl	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÀÉÍÌÓÚabcdefghijklmnopqrstuvwxyzáàéíìóú
tgl	Baybayin	ᜀᜁᜂᜃᜄᜅᜆᜇᜈᜉᜊᜋᜌᜍᜎᜏᜐᜑ
tha	Thai	กขฃคฅฆงจฉชซฌญฎฏฐฑฒณดตถทธนบปผฝพฟภมยรลวศษสหฬอฮะาเแโใไฤๅฦๆ
thp	Latin	acehiklmnpqstuwxyzáéíóúłƛəɣʔʕʷθḷṣị
tig	Geʽez	ሀሁሂሃሄህሆለሉሊላሌልሎሐሑሒሓሔሕሖመሙሚማሜምሞረሩሪራሬርሮሰሱሲሳሴስሶሸሹሺሻሼሽሾቀቁቂቃቄቅቆቈቊቋቌቍበቡቢባቤብቦተቱቲታቴትቶቸቹቺቻቼችቾነኑኒናኔንኖአኡኢኣኤእኦከኩኪካኬክኮኰኲኳኴኵወዉዊዋዌውዎዐዑዒዓዔዕዖዘዙዚዛዜዝዞዠዡዢዣዤዥዦየዩዪያዬይዮደዱዲዳዴድዶጀጁጂጃጄጅጆገጉጊጋጌግጎጐጒጓጔጕጠጡጢጣጤጥጦጨጩጪጫጬጭጮጰጱጲጳጴጵጶጸጹጺጻጼጽጾፈፉፊፋፌፍፎፐፑፒፓፔፕፖ
tik	Latin	AÆBƁCDƊƐFGHIJKLMNŊOPRSTUVWYZꞋabɓcdɗɛfghjklmnŋoprstuvwyzꞌÀÈÌǸÒÙÂÊÎÔÛǍĚǏǑǓàæèìǹòùâêîôûǎěǐǒǔ
tir	Geʽez	ሀሁሂሃሄህሆለሉሊላሌልሎሏሐሑሒሓሔሕሖሗመሙሚማሜምሞሟሠሡሢሣሤሥሦሧረሩሪራሬርሮሯሰሱሲሳሴስሶሷሸሹሺሻሼሽሾሿቀቁቂቃቄቅቆቈቊቋቌቍቐቑቒቓቔቕቖቘቚቛቜቝበቡቢባቤብቦቧቨቩቪቫቬቭቮቯተቱቲታቴትቶቷቸቹቺቻቼችቾቿኀኁኂኃኄኅኆኈኊኋኌኍነኑኒናኔንኖኗኘኙኚኛኜኝኞኟአኡኢኣኤእኦኧከኩኪካኬክኮኰኲኳኴኵኸኹኺኻኼኽኾዀዂዃዄዅወዉዊዋዌውዎዐዑዒዓዔዕዖዘዙዚዛዜዝዞዟዠዡዢዣዤዥዦዧየዩዪያዬይዮደዱዲዳዴድዶዷጀጁጂጃጄጅጆጇገጉጊጋጌግጎጐጒጓጔጕጠጡጢጣጤጥጦጧጨጩጪጫጬጭጮጯጰጱጲጳጴጵጶጷጸጹጺጻጼጽጾጿፀፁፂፃፄፅፆፈፉፊፋፌፍፎፏፐፑፒፓፔፕፖፗ
tiv	Latin	ABCDEFGHIJKLMNOÔPRSTUVWYZabcdefghijklmnoôprstuvwyz
tkl	Latin	AEIOUFGKLMNPHTVĀĒĪŌŪaeioufgklmnphtvāēīōū
tkr	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
tkr	Latin	ABCDEFGHIJKLMNOPQRSTUVXYZÇÖÜĞŞƏabcdefghijklmnopqrstuvxyzçöüğİışəʼ
tlh	Latin	abchDegHIjlmnopqQrStuvwy'
tli	Latin	.ʼAÁCDEÉGHIÍJKḴLMNOÓSTUÚWXYŸZaácdeéghiíjkḵlmnoóstuúwxyÿz
tli	Latin	.ʼAÁÀÂCDEÉÈÊGHIÍÌÎJKLŁMNOÓÒÔSTUÚÙÛWXYŸZaáàcdeéèêghiíìîjklłmnoóòôstuúùûwxyÿz
tly	Latin	ABCDEFGHIJKLMNOPQRSTUVXYZÇÖÜĞŞƏabcdefghijklmnopqrstuvxyzçöüğİışəʼ
tly	Arabic	ءأؤئابتثجحخدذرزسشصضطظعغفقلمنهوپچژکگی
tly	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЈҒҸҜҺӘЫабвгдежзийклмнопрстуфхцчшјғҹҝһәы
tnr	Latin	ABCDEFGHIJKLMNOPRSTUWYabcdefghijklmnoprstuwyÈÉËÑÓèéëñóŊŋŜŝƁƊƳƴɓɗ
tob	Latin	ABCDEGHIJLMNOÑTUVXYỸabcdeghijlmnoñtuvxyỹ'
tod	Latin	ABDEFGIJKLMNOPSTUVWYZabdefgijklmnopstuvwyzŊŋƁƆƊƎƐƓƝƲǝɓɔɗɛɠɲʋ
toi	Latin	AEFGHIKLMNOPSTUVaefghiklmnopstuv'
toj	Latin	ABCDEGIJKLMNOPRSTUWXYꞋabcdegijklmnoprstuwxyꞌ
tok	Latin	AEIJKLMNOPSTUWaeijklmnopstuw
ton	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀÁĒÉĪÍŌÓŪÚabcdefghijklmnopqrstuvwxyzāáēéīíōóūú
top	Latin	ACEIJKLMNOPRSTUWXYaceijklmnoprstuwxy'
tpi	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
tsn	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÊÔŠabcdefghijklmnopqrstuvwxyzêôš
tso	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
tsz	Latin	ABCDEGHIÏJKMNOPRSTUXabcdeghiïjkmnoprstux'
ttq	Latin	ABCDEFGHIJKLMNOQRSTUWXYZabcdefghijklmnoqrstuwxyzÂÊÎÔÛâêîôûĂăŊŋŠšƎƔǝǦǧǰɣḌḍḶḷṢṣṬṭẒẓ
ttt	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
ttt	Latin	ABCDEFGHIJKLMNOPQRSTUVXYZÇÖÜĞŞƏabcdefghijklmnopqrstuvxyzçöüğİışəʼ
tuk	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҖҢҮӘӨабвгдежзийклмнопрстуфхцчшщъыьэюяёҗңүәө
tuk	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÇÖÜÝŇŞŽȘabcdefghijklmnopqrstuvwxyzäçöüýňşžș
tum	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
tur	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÂÇÎÖÛÜĞŞabcdefghijklmnopqrstuvwxyzâçîöûüğİış
tuz	Latin	AƎBCDEƐFGHIƖJKLMNƝOƆPRSTUVWYaǝbcdeɛfghiɩjklmnɲoɔprstuvwyÀÈÌǸÒÙÁÉÍŃÓÚÃĨÕŨṌṸàəìòǹùáíńóúãĩõũṍṹ
tvl	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀÁÀǍĒÉÈĚĪÍÌǏŌÓÒǑŪÚÙǓabcdefghijklmnopqrstuvwxyzāáàǎēéèěīíìǐōóòǒūúùǔ’
twi	Latin	ABDEFGHIKLMNOPRSTUWYƐƆabdefghiklmnoprstuwyɛɔ
twq	Latin	ABCDEFGHIJKLMNOPQRSTUWXYZÃÕŊŠŽƝẼabcdefghijklmnopqrstuwxyzãõŋšžɲẽ’
tyv	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҢҮӨабвгдежзийклмнопрстуфхцчшщъыьэюяёңүө
tzh	Latin	ABCEHIJKLMNOPRTUWXYZabcehijklmnoprtuwxyz'
tzm	Latin	ABCDEFGHIJKLMNQRSTUWXYZƐƔḌḤṚṢṬabcdefghijklmnqrstuwxyzɛɣʷḍḥṛṣṭ
tzo	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz’
udi	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯҜӀабвгдежзийклмнопрстуфхцчшщъыьэюяҝӏ’
udm	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӜӞӤӦӴабвгдежзийклмнопрстуфхцчшщъыьэюяёӝӟӥӧӵ
uig	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЮЯҒҖҚҢҮҺӘӨабвгдежзийклмнопрстуфхцчшюяғҗқңүһәө
uig	Arabic	ئابتجخدرزسشغفقكلمنويپچژڭگھۆۇۈۋېە
uig	Latin	ABCDEFGHIJKLMNOPQRSTUWXYZËÖÜabcdefghijklmnopqrstuwxyzëöü
ukr	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЬЭЮЯЄІЇҐабвгдежзийклмнопрстуфхцчшщьэюяєіїґ’
ulk	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÌÒÙabcdefghijklmnopqrstuvwxyzìòù
umb	Latin	ABCDEFGHIJKLMNOPRSTUVWYÃẼÕÚŨabcdefghijklmnoprstuvwyãẽõúũ
umu	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÓÚĂŬabcdefghijklmnopqrstuvwxyzáéíóúăŭ
ura	Latin	ABCDEFIKLMNOPRSTUYǪɄabcdefiklmnoprstuyǫʉ
urd	Arabic	ءابتثجحخدذرزسشصضطظعغفقلمنوٹپچڈڑژکگںھہی
uum	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЫЭҐӦӰабвгдежзийклмнопрстуфхцчшыэґӧӱ’
uzn	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz‘
uzn	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁЎҒҚҲабвгдежзийклмнопрстуфхцчшщъыьэюяёўғқҳ
uzn	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӮҒҚҲабвгдежзийклмнопрстуфхцчшщъыьэюяёӯғқҳ
uzs	Arabic	ءئابتجحخدرزسشغفقكلمنهوىيپچژڭگھۇۋېکی
vai	Vai	ꔀꔁꔂꔃꔄꔅꔆꔇꔈꔉꔊꔋꔌꔍꔎꔏꔐꔑꔒꔓꔔꔕꔖꔗꔘꔙꔚꔛꔜꔝꔞꔟꔠꔡꔢꔣꔤꔥꔦꔧꔨꔩꔪꔫꔬꔭꔮꔯꔰꔱꔲꔳꔴꔵꔶꔷꔸꔹꔺꔻꔼꔽꔾꔿꕀꕁꕂꕃꕄꕅꕆꕇꕈꕉꕊꕋꕌꕍꕎꕏꕐꕑꕒꕓꕔꕕꕖꕗꕘꕙꕚꕛꕜꕝꕞꕟꕠꕡꕢꕣꕤꕥꕦꕧꕨꕩꕪꕫꕬꕭꕮꕯꕰꕱꕲꕳꕴꕵꕶꕷꕸꕹꕺꕻꕼꕽꕾꕿꖀꖁꖂꖃꖄꖅꖆꖇꖈꖉꖊꖋꖌꖍꖎꖏꖐꖑꖒꖓꖔꖕꖖꖗꖘꖙꖚꖛꖜꖝꖞꖟꖠꖡꖢꖣꖤꖥꖦꖧꖨꖩꖪꖫꖬꖭꖮꖯꖰꖱꖲꖳꖴꖵꖶꖷꖸꖹꖺꖻꖼꖽꖾꖿꗀꗁꗂꗃꗄꗅꗆꗇꗈꗉꗊꗋꗌꗍꗎꗏꗐꗑꗒꗓꗔꗕꗖꗗꗘꗙꗚꗛꗜꗝꗞꗟꗠꗡꗢꗣꗤꗥꗦꗧꗨꗩꗪꗫꗬꗭꗮꗯꗰꗱꗲꗳꗴꗵꗶꗷꗸꗹꗺꗻꗼꗽꗾꗿꘀꘁꘂꘃꘄꘅꘆꘇꘈꘉꘊꘋꘌ꘍꘎꘏ꘐꘑꘒꘓꘔꘕꘖꘗꘘꘙꘚꘛꘜꘝꘞꘟ꘠꘡꘢꘣꘤꘥꘦꘧꘨꘩ꘪꘫ
vec	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÇÈÉÌÍÒÓÙŁŽabcdefghijklmnopqrstuvwxyzàáçèéìíòóùłž
ven	Latin	ABDḒEFGHIKLḼMNṊṄOPRSTṰUVWXYZabdḓefghiklḽmnṋṅoprstṱuvwxyz
vep	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÖÜČŠŽabcdefghijklmnopqrstuvwxyzäöüčšž
