Language Code	Glottocode	Display Name	Endonym	Modality	Biggest Script	Ethnologue Vitality 2013	Ethnologue Vitality 2025	Eth Digital Support	Adjusted Populaiton	Population	Parent Language	Parent Glottocode	Recommendation	Recommendation Reason
xnq	moza1251	Ngoni (Mozambique)			Latn		Stable	Emerging	0	10,000		ngon1269	Yes	
xta	alco1235	Alcozauca Mixtec			Latn	Vigorous	Stable	Emerging	0	10,000		nucl1835	Yes	
ybk	bokh1237	Bokha				Vigorous	Endangered	Still	0	10,000		bokh1236	Yes	
yey	yeyi1239	Yeyi			Latn		Stable	Still	0	10,000		cent2260	Yes	
ygw	yagw1240	Yagwoia			Latn		Stable	Emerging	0	10,000		nucl1763	Yes	
yhd	jude1266	Judeo-Iraqi Arabic			Hebr		Endangered	Still	0	10,000	jrb	qelt1235	Possibly	There is disagreement if this is a true language
ymk	makw1236	Makwe			Latn		Endangered	Still	0	10,000		mako1254	Yes	
ymz	muzi1235	Muzi					Endangered	Still	0	10,000		nucl1309	Yes	
yno	yong1277	Yong					Endangered	Emerging	0	10,000		luey1235	Yes	
ypn	anip1235	Ani Phowa					Stable	Still	0	10,000		anil1235	Yes	
yva	nucl1454	Yawa	bahasa Yawa		Latn	Developing	Stable	Emerging	0	10,000		yawa1259	Yes	
zcd	lasd1234	Las Delicias Zapotec					Stable	Still	0	10,000	zap	rinc1236	Possibly	Will be hard to find specific data, may be better to use macrolanguage
zhi	zhir1238	Zhire			Latn	Vigorous	Stable	Still	0	10,000		zhir1241	Yes	
zib	zimb1247	Zimbabwe Sign Language		Sign	Zxxx	Vigorous	Stable	Emerging	0	10,000		deaf1237	Yes	
zla	zula1235	Zula			Latn		Stable	Still	0	10,000		luba1254	Yes	
zmx	bomi1238	Bomitaba			Latn	Threatened	Endangered	Still	0	10,000		impf1234	Yes	
zoc	copa1236	Copainalá Zoque			Latn	Vigorous	Stable	Emerging	0	10,000		chia1265	Yes	
zpo	amat1238	Amatlán Zapotec			Latn	Developing	Stable	Ascending	0	10,000	zap	amat1239	Possibly	Will be hard to find specific data, may be better to use macrolanguage
zsl	zamb1239	Zambian Sign Language		Sign	Zxxx	Educational	Stable	Emerging	0	10,000		deaf1237	Yes	
xte	kete1254	Ketengban	bahasa Ketengban		Latn	Developing	Stable	Emerging	0	9,970		east2504	Yes	
quv	saca1238	Sacapulteco			Latn	Shifting	Endangered	Emerging	0	9,949		core1251	Yes	
kxb	krob1245	Krobu			Latn	Vigorous	Stable	Still	0	9,920		tano1248	Yes	
tvl	tuva1244	Tuvaluan	gana Tuvalu		Latn	Wider Communication	Institutional	Ascending	0	9,920		elli1239	Yes	
rar	raro1241	Rarotongan	Māori Kūki 'Āirani		Latn	Threatened	Endangered	Ascending	0	9,820		sout3383	Yes	
mxt	jami1235	Jamiltepec Mixtec			Latn	Vigorous	Stable	Ascending	0	9,760		east2746	Yes	
buh	youn1235	Younuo Bunu			Latn	Shifting	Endangered	Still	0	9,720		pahe1239	Yes	
kjd	sout2949	Southern Kiwai			Latn	Developing	Stable	Emerging	0	9,700		kiwa1251	Yes	
rbk		Northern Bontok			Latn	Moribund	Endangered	Still	0	9,700	bnc		Possibly	But probably want to use macrolanguage
stu	samt1238	Samtao				Vigorous	Stable	Still	0	9,650		bula1260	Yes	
cho	choc1276	Choctaw	Chahta		Latn	Threatened	Endangered	Ascending	0	9,635		west2614	Yes	
zun	zuni1245	Zuni	Shiwi’ma		Latn	Threatened	Endangered	Emerging	0	9,615			Yes	
kvt	laht1236	Lahta Karen			Mymr	Vigorous	Stable	Emerging	0	9,550		book1242	Yes	
pcf	pali1274	Paliyan			Mlym	Vigorous	Endangered	Still	0	9,520		tami1300	Yes	
bna	bone1254	Bonerate			Latn	Vigorous	Endangered	Still	0	9,500		tuka1246	Yes	
mkk	byep1241	Byep			Latn	Vigorous	Stable	Emerging	0	9,500		nort3375	Yes	
rmu	tavr1235	Tavringer Romani			Latn	Dormant	Endangered	Still	0	9,500	rom	scan1239	Possibly	But probably want to use macrolanguage
ztu	guil1236	Güilá Zapotec			Latn	Vigorous	Stable	Emerging	0	9,500	zap	west2947	Possibly	Will be hard to find specific data, may be better to use macrolanguage
jml	juml1238	Jumli			Deva	Vigorous	Stable	Emerging	0	9,463		east1436	Yes	
mic	mikm1235	Mi'kmaq	Mi'gmaq		Latn	Threatened	Endangered	Ascending	0	9,450		micm1234	Yes	
cbi	chac1249	Chachi			Latn	Threatened	Endangered	Ascending	0	9,393		caya1244	Yes	
nye	nyen1257	Nyengo			Latn	Vigorous	Stable	Still	0	9,380		sima1262	Yes	
bku	buhi1245	Buhid			Latn	Developing	Stable	Ascending	0	9,370		buhi1244	Yes	
aws	sout2941	South Awyu	bahasa Awyu selatan		Latn	Threatened	Endangered	Still	0	9,340		awyu1264	Yes	
vaa	vaag1238	Vaagri Booli			Taml	Vigorous	Endangered	Emerging	0	9,300		bhil1254	Yes	
pso	poli1259	Polish Sign Language		Sign	Zxxx	Developing	Stable	Emerging	0	9,267		cent2306	Yes	
kvu	yinb1236	Yinbaw Karen				Vigorous	Stable	Emerging	0	9,240		nort2703	Yes	
kca	khan1273	Khanty	ханты		Cyrl	Threatened	Endangered	Ascending	0	9,230		nort3264	Yes	
keb	kele1257	Kélé			Latn	Vigorous	Endangered	Still	0	9,230		akel1234	Yes	
tac	lowl1265	Lowland Tarahumara			Latn	Developing	Stable	Emerging	0	9,230		tara1321	Yes	
ney	neyo1238	Neyo			Latn	Vigorous	Stable	Emerging	0	9,200		dida1244	Yes	
nsh	ngos1238	Ngoshie			Latn	Threatened	Stable	Emerging	0	9,200		ngie1243	Yes	
nui	ngum1255	Ngumbi			Latn	Vigorous	Stable	Emerging	0	9,200		yasa1241	Yes	
mix	mixt1425	Mixtepec Mixtec			Latn	Vigorous	Stable	Ascending	0	9,170		mixt1430	Yes	
kos	kosr1238	Kosraean	Kosrae		Latn	Provincial	Institutional	Ascending	0	9,165		kosr1239	Yes	
hka	kahe1238	Kahe			Latn	Threatened	Endangered	Emerging	0	9,130		cent2286	Yes	
koe	kaci1244	Kacipo-Balesi			Latn	Vigorous	Stable	Still	0	9,120		baal1234	Yes	
woo	mano1275	Manombai			Latn	Vigorous	Endangered	Still	0	9,110		cent2309	Yes	
mbd	diba1242	Dibabawon Manobo			Latn	Developing	Stable	Emerging	0	9,060		east2478	Yes	
gea	geru1240	Geruma			Latn	Vigorous	Endangered	Still	0	9,030		gera1248	Yes	
aaa	ghot1243	Ghotuo			Latn	Vigorous	Stable	Emerging	0	9,000		afen1234	Yes	
ahi	tiag1235	Tiagbamrin Aizi			Latn	Vigorous	Stable	Still	0	9,000		aizi1248	Yes	
asc	casu1237	Casuarina Coast Asmat			Latn	Vigorous	Endangered	Emerging	0	9,000		asma1257	Yes	
bfw	bond1245	Bondo			Orya	Vigorous	Endangered	Emerging	0	9,000		guto1244	Yes	
dgz	daga1275	Daga			Latn	Developing	Stable	Emerging	0	9,000		sout3381	Yes	
dir	diri1253	Dirim			Latn	Vigorous	Endangered	Still	0	9,000		diri1260	Yes	
gdi	gund1247	Gundi			Latn	Vigorous	Stable	Still	0	9,000		baka1271	Yes	
gmx	mago1246	Magoma			Latn	Threatened	Stable	Emerging	0	9,000		king1258	Yes	
hks	hong1241	Hong Kong Sign Language		Sign	Zxxx	Vigorous	Stable	Emerging	0	9,000		nucl1761	Yes	
iti	inla1260	Inlaod Itneg			Latn	Threatened	Endangered	Still	0	9,000		itne1252	Yes	
lbc	lakk1238	Lakkia				Vigorous	Stable	Emerging	0	9,000		lakk1237	Yes	
nmg	kwas1243	Kwasio	Kwasio		Latn	Developing	Stable	Ascending	0	9,000		kwas1245	Yes	
nqq	chen1271	Kyan-Karyaw Naga			Latn	Vigorous	Stable	Still	0	9,000		wanc1241	Yes	
pnc	pann1239	Pannei			Latn	Vigorous	Endangered	Still	0	9,000		pitu1237	Yes	
snb	sebu1243	Sebuyau				Threatened			0	9,000	iba	iban1264	No	ISO merged this into iba
sox	soca1235	Swo			Latn	Vigorous	Endangered	Emerging	0	9,000		sout3352	Yes	
tih	timu1262	Timugon Murut			Latn	Threatened	Endangered	Emerging	0	9,000		lowl1273	Yes	
upv	urip1239	Uripiv-Wala-Rano-Atchin			Latn	Developing	Stable	Ascending	0	9,000		east2753	Yes	
wll	wali1262	Wali (Sudan)				Vigorous	Stable	Still	0	9,000		west2807	Yes	
ymx	nort2716	Northern Muji					Endangered	Still	0	9,000		nort2715	Yes	
yut	yopn1238	Yopno			Latn	Developing	Stable	Emerging	0	9,000		kewi1241	Yes	
zkn	gana1267	Kanan				Vigorous	Stable	Still	0	9,000		kado1242	Yes	
cya	nopa1235	Nopala Chatino			Latn	Developing	Stable	Emerging	0	8,940		east2736	Yes	
aju	jude1265	Judeo-Moroccan Arabic			Hebr	Shifting	Endangered	Emerging	0	8,930	jrb	nort3191	Possibly	There is disagreement if this is a true language
jrb		Judeo-Arabic			Hebr				0	8,930			Possibly	There is disagreement if this is a true language
sha	shal1242	Shall-Zwall			Latn	Vigorous	Endangered	Still	0	8,900		biji1252	Yes	
bkj	pand1264	Pande			Latn	Vigorous	Stable	Still	0	8,870		bwam1249	Yes	
dot	dass1243	Dass			Latn	Vigorous	Stable	Still	0	8,830		sout3170	Yes	
wiv	mudu1242	Vitu			Latn	Educational	Institutional	Emerging	0	8,800		bali1280	Yes	
hkk	hunj1241	Hunjara-Kaina Ke			Latn	Developing	Stable	Still	0	8,770		orok1268	Yes	
asl	asil1242	Asilulu			Latn	Threatened	Endangered	Still	0	8,760		west2843	Yes	
blb	bilu1245	Bilua			Latn	Developing	Stable	Emerging	0	8,740			Yes	
nen	neng1238	Nengone			Latn	Educational	Stable	Emerging	0	8,720		loya1239	Yes	
nnd	west2513	West Ambae			Latn	Developing	Stable	Emerging	0	8,700		amba1270	Yes	
okx	okpe1249	Okpe (Northwestern Edo)			Latn	Vigorous	Endangered	Still	0	8,700		okpe1251	Yes	
tla	sout2977	Southwestern Tepehuan			Latn	Vigorous	Stable	Emerging	0	8,700		sout2975	Yes	
neh	nyen1254	Nyenkha			Tibt	Vigorous	Endangered	Still	0	8,692		phob1238	Yes	
cux	tepe1280	Tepeuxila Cuicatec			Latn	Vigorous	Stable	Emerging	0	8,680		cuic1234	Yes	
bhx	bhal1245	Bhalay				Vigorous	Stable	Still	0	8,670		book1242	Yes	
tsb	tsam1247	Tsamai			Latn	Vigorous	Stable	Emerging	0	8,621		dull1239	Yes	
dez	deng1250	Dengese			Latn	Vigorous	Stable	Emerging	0	8,600		nkut1240	Yes	
mzi	ixca1246	Ixcatlán Mazatec			Latn	Vigorous	Stable	Emerging	0	8,590		nort3406	Yes	
uji	tanj1247	Tanjijili			Latn	Vigorous	Stable	Still	0	8,540		jili1243	Yes	
mgu	mail1248	Mailu			Latn	Developing	Stable	Still	0	8,500		mail1249	Yes	
mlr	vame1236	Vame			Latn	Developing	Stable	Ascending	0	8,500		hurz1242	Yes	
mlz	mala1491	Malaynon			Latn	Vigorous	Stable	Still	0	8,500		akla1240	Yes	
czn	zenz1235	Zenzontepec Chatino			Latn	Vigorous	Stable	Emerging	0	8,490		core1263	Yes	
trj	tora1267	Toram			Latn	Moribund	Endangered	Emerging	0	8,460		birg1240	Yes	
ian	iatm1242	Iatmul			Latn	Developing	Endangered	Emerging	0	8,440		sawo1234	Yes	
pls	sanm1301	San Marcos Tlalcoyalco Popoloca			Latn	Vigorous	Stable	Ascending	0	8,440		popo1294	Yes	
gyr	guar1292	Guarayu			Latn	Vigorous	Stable	Ascending	0	8,433		tupi1278	Yes	
stn	owaa1237	Owa			Latn	Developing	Stable	Emerging	0	8,410		sanc1243	Yes	
bwl	bwel1238	Bwela			Latn	Vigorous	Stable	Emerging	0	8,400		ngir1251	Yes	
bwt	bafa1247	Bafaw-Balong			Latn	Vigorous	Stable	Emerging	0	8,400		bafa1252	Yes	
kcv	kete1252	Kete			Latn	Vigorous	Stable	Still	0	8,400		ruun1240	Yes	
kcw	kabw1242	Kabwari			Latn	Vigorous	Stable	Emerging	0	8,400		west2842	Yes	
lie	liki1240	Likila			Latn	Vigorous	Stable	Still	0	8,400		libi1252	Yes	
mee	meng1267	Mengen			Latn	Educational	Stable	Emerging	0	8,400		mamu1256	Yes	
nlo	ngul1247	Ngul			Latn	Vigorous	Stable	Still	0	8,400		west2968	Yes	
nyg	nyin1248	Nyindu			Latn	Vigorous	Endangered	Emerging	0	8,400		fuli1241	Yes	
oml	ombo1238	Ombo			Latn	Vigorous	Stable	Emerging	0	8,400		nkut1239	Yes	
ppp	pele1244	Pelende			Latn	Vigorous	Stable	Still	0	8,400		yaka1269	Yes	
zmf	mfin1238	Mfinu			Latn	Vigorous	Endangered	Still	0	8,400		kasa1251	Yes	
zms	mbes1238	Mbesa			Latn	Vigorous	Stable	Emerging	0	8,400		kele1261	Yes	
buy	bull1247	Bullom So			Latn	Developing	Endangered	Emerging	0	8,350		nort3167	Yes	
mib	atat1238	Atatláhuca Mixtec			Latn	Vigorous	Stable	Emerging	0	8,300		atat1240	Yes	
usp	uspa1245	Uspanteco			Latn	Developing	Stable	Ascending	0	8,291		grea1276	Yes	
aog	ango1255	Angoram			Latn	Vigorous	Stable	Still	0	8,220		lowe1423	Yes	
cqu	chil1283	Chilean Quechua				Vigorous			0	8,200	quh	book1242	No	ISO merged this into quh
kup	kuni1267	Kunimaipa			Latn	Developing	Stable	Emerging	0	8,200		kuni1270	Yes	
nnu	dwan1238	Dwang			Latn	Vigorous	Stable	Still	0	8,200		nchu1239	Yes	
sgb	maga1263	Mag-antsi Ayta			Latn	Developing	Endangered	Ascending	0	8,200		maga1270	Yes	
wnc	want1252	Wantoat			Latn	Moribund	Stable	Emerging	0	8,200		want1253	Yes	
lha	laha1250	Laha (Viet Nam)			Latn	Threatened	Endangered	Still	0	8,180		paha1254	Yes	
bla	siks1238	Blackfoot	ᓱᖽᐧᖿ		Latn	Shifting	Endangered	Ascending	0	8,130		algo1256	Yes	
nhy	nort2958	Northern Oaxaca Nahuatl			Latn	Developing	Stable	Ascending	0	8,130		sout3390	Yes	
dee	dewo1238	Dewoin			Latn	Vigorous	Stable	Emerging	0	8,100		bass1262	Yes	
inn	isin1239	Isinai			Latn	Threatened	Endangered	Emerging	0	8,100		nucl1754	Yes	
pcn	piti1243	Piti			Latn	Vigorous	Stable	Still	0	8,100		piti1242	Yes	
pxm	quet1239	Quetzaltepec Mixe			Latn	Threatened	Endangered	Emerging	0	8,090	mixe1286	book1242	Yes	
not	noma1263	Nomatsiguenga			Latn	Developing	Stable	Ascending	0	8,020		prea1240	Yes	
loi	loma1258	Loma (Côte d'Ivoire)			Latn	Vigorous	Stable	Still	0	8,010		teen1241	Yes	
aut	aust1304	Austral			Latn	Shifting	Endangered	Emerging	0	8,000		tahi1244	Yes	
avt	auuu1241	Au			Latn	Developing	Stable	Emerging	0	8,000		auol1234	Yes	
awi	aeky1238	Aekyom			Latn	Developing	Stable	Still	0	8,000		awin1249	Yes	
bob	awee1242	Aweer			Latn	Vigorous	Stable	Still	0	8,000		karr1237	Yes	
bxb	bela1256	Belanda Bor			Latn	Developing	Stable	Emerging	0	8,000		nort2814	Yes	
chq	quio1240	Quiotepec Chinantec			Latn	Vigorous	Stable	Ascending	0	8,000		chin1488	Yes	
doe	doee1238	Doe			Latn	Threatened	Stable	Emerging	0	8,000		east2756	Yes	
eky	east2342	Eastern Kayah			Kali	Vigorous	Stable	Emerging	0	8,000		kaya1317	Yes	
gaf	gend1249	Gende			Latn	Vigorous	Stable	Emerging	0	8,000		goro1272	Yes	
gau	mudh1235	Gadaba			Telu	Developing	Stable	Emerging	0	8,000		olla1234	Yes	
gbj	bodo1267	Bodo Gadaba			Orya	Threatened	Endangered	Emerging	0	8,000		guto1244	Yes	
gbz	zoro1242	Zoroastrian Dari	دَرِي		Arab	Shifting	Endangered	Still	0	8,000		yazd1241	Yes	
gmm	gbay1281	Gbaya-Mbodomo			Latn	Vigorous	Stable	Ascending	0	8,000	gba	mbod1237	Possibly	But probably want to use macrolanguage
ify	kele1259	Keley-I Kallahan			Latn	Educational	Stable	Ascending	0	8,000		kall1244	Yes	
inl	indo1291	Indonesian Sign Language	Bahasa Isyarat Indonesia	Sign	Zxxx	Vigorous	Stable	Emerging	0	8,000		indo1333	Yes	
kcp	kang1288	Kanga			Latn	Vigorous	Endangered	Emerging	0	8,000		katc1251	Yes	
kgq	kamo1255	Kamoro	bahasa Kamoro		Latn	Vigorous	Endangered	Still	0	8,000		asma1256	Yes	
kkf	kala1376	Kalaktang Monpa			Tibt	Vigorous	Stable	Still	0	8,000		tsha1247	Yes	
kko	kark1256	Karko			Latn	Shifting	Endangered	Still	0	8,000		west2807	Yes	
kkx	kohi1250	Kohin			Latn	Threatened	Endangered	Emerging	0	8,000		nort2891	Yes	
kmu	kani1286	Kanite			Latn	Developing	Stable	Ascending	0	8,000		kama1374	Yes	
kol	kolp1236	Kol (Papua New Guinea)			Latn	Educational	Stable	Emerging	0	8,000			Yes	
kpq	koru1245	Korupun-Sela	bahasa Korapun		Latn	Developing	Stable	Still	0	8,000		west2585	Yes	
kti	nort2916	North Muyu			Latn	Vigorous	Endangered	Still	0	8,000		divi1234	Yes	
ldo	looo1238	Loo			Latn	Vigorous	Endangered	Still	0	8,000		bura1270	Yes	
lkh	lakh1240	Lakha			Tibt	Threatened	Endangered	Still	0	8,000		sout3217	Yes	
lmj	west2541	West Lembata	bahasa Lembata Barat		Latn	Vigorous	Endangered	Still	0	8,000		lama1294	Yes	
mlk	ilwa1237	Kiwilwana			Latn	Vigorous	Stable	Emerging	0	8,000		saba1282	Yes	
mmu	mmaa1238	Mmaala			Latn	Vigorous	Endangered	Ascending	0	8,000		mmal1234	Yes	
msy	arua1260	Aruamu			Latn	Developing	Stable	Emerging	0	8,000		mika1254	Yes	
mtj	mosk1236	Moskona			Latn	Developing	Endangered	Still	0	8,000		meax1236	Yes	
mxq	juqu1238	Juquila Mixe			Latn	Developing	Stable	Emerging	0	8,000	mixe1286	midl1241	Yes	
myu	mund1330	Mundurukú			Latn	Threatened	Endangered	Emerging	0	8,000		mund1329	Yes	
ndl	ndol1238	Ndolo			Latn	Vigorous	Stable	Still	0	8,000		bamw1239	Yes	
ojc	cent2136	Central Ojibwa	Anishinaabemowin (Ojibwemowin)		Latn	Threatened	Endangered	Still	0	8,000	oji	cent2252	Possibly	But probably want to use macrolanguage
opm	oksa1245	Oksapmin	nuxule meŋ		Latn	Developing	Stable	Emerging	0	8,000		okok1235	Yes	
plr	pala1342	Palaka Senoufo			Latn	Vigorous	Stable	Still	0	8,000		sout3153	Yes	
pqa	paaa1242	Pa'a			Latn	Vigorous	Endangered	Still	0	8,000		west2998	Yes	
prn	pras1239	Prasuni				Vigorous	Stable	Still	0	8,000		nuri1243	Yes	
psr	port1277	Portuguese Sign Language	língua gestual portuguesa	Sign	Zxxx	Vigorous	Stable	Emerging	0	8,000		swed1257	Yes	
rnl	rang1267	Ranglong			Latn	Developing	Endangered	Emerging	0	8,000		oldk1252	Yes	
sak	sake1247	Sake			Latn	Moribund	Endangered	Still	0	8,000		sake1249	Yes	
slu	sela1259	Selaru			Latn	Threatened	Endangered	Ascending	0	8,000		sout2890	Yes	
txt	cita1245	Citak			Latn	Developing	Endangered	Emerging	0	8,000		cita1246	Yes	
vig	viem1243	Viemo			Latn	Vigorous	Stable	Emerging	0	8,000		gura1261	Yes	
weh	wehh1238	Weh			Latn	Vigorous	Stable	Emerging	0	8,000		aghe1241	Yes	
whk	waha1238	Wahau Kenyah	bahasa Kenyah Wahau		Latn	Threatened	Endangered	Emerging	0	8,000		lowl1270	Yes	
yan	maya1285	Sumo-Mayangna			Latn	Provincial	Stable	Emerging	0	8,000		sumu1234	Yes	
ypm	phum1235	Phuma					Stable	Still	0	8,000		bokh1236	Yes	
ysy	sani1265	Sanie			Plrd	Moribund	Endangered	Still	0	8,000		nasu1237	Yes	
zpe	peta1247	Petapa Zapotec			Latn	Threatened	Stable	Emerging	0	8,000	zap	nort3369	Possibly	Will be hard to find specific data, may be better to use macrolanguage
mva	mana1295	Manam			Latn	Developing	Endangered	Emerging	0	7,950		mana1301	Yes	
pwm	molb1237	Molbog			Latn	Developing	Stable	Emerging	0	7,940		molb1238	Yes	
wls	wall1257	Wallisian	Lea faka'uvea		Latn	Developing	Stable	Ascending	0	7,927		east2758	Yes	
nfl	ayiw1239	Ayiwo			Latn	Vigorous	Stable	Emerging	0	7,926		reef1242	Yes	
dkr	kuij1237	Kuijau			Latn	Threatened	Endangered	Still	0	7,910		dusu1277	Yes	
txn	west2538	West Tarangan	bahasa Tarangan Barat		Latn	Developing	Endangered	Emerging	0	7,910		aruu1241	Yes	
sbj	surb1238	Surbakhal			Latn	Vigorous	Stable	Emerging	0	7,890		masa1301	Yes	
mjv	mann1246	Mannan			Mlym	Threatened	Endangered	Emerging	0	7,850		muth1243	Yes	
cpb	ucay1237	Ucayali-Yurúa Ashéninka			Latn	Developing	Stable	Emerging	0	7,810		ashe1271	Yes	
pnq	pana1295	Pana (Burkina Faso)			Latn	Threatened	Stable	Still	0	7,800		nort2782	Yes	
zhb	zhab1238	Zhaba				Threatened	Endangered	Still	0	7,800		qian1263	Yes	
ymr	mala1458	Malasar					Stable	Still	0	7,760		mala1550	Yes	
bub	buaa1245	Bua			Latn	Vigorous	Stable	Emerging	0	7,710		buai1235	Yes	
pia	pima1248	Pima Bajo			Latn	Vigorous	Endangered	Emerging	0	7,640		pima1249	Yes	
asj	nsar1238	Sari			Latn	Vigorous	Stable	Emerging	0	7,600		nsar1239	Yes	
dro	daro1239	Daro-Matu Melanau			Latn	Threatened	Stable	Still	0	7,600		mela1255	Yes	
kee	east1472	Eastern Keres			Latn	Threatened	Endangered	Emerging	0	7,579		kere1287	Yes	
mtw	maga1264	Southern Binukidnon			Latn	Vigorous	Stable	Still	0	7,570		negr1236	Yes	
mqk	raja1254	Rajah Kabunsuwan Manobo			Latn	Vigorous	Stable	Still	0	7,560		east2478	Yes	
ame	yane1238	Yanesha'	Yanešač		Latn	Developing	Stable	Ascending	0	7,520		kamp1244	Yes	
yah	yazg1240	Yazgulyam			Latn	Threatened	Endangered	Emerging	0	7,501		shug1237	Yes	
awu	cent2118	Central Awyu			Latn	Developing	Endangered	Still	0	7,500		mapp1234	Yes	
bqg	bago1245	Bago-Kusuntu			Latn	Vigorous	Stable	Emerging	0	7,500		bago1247	Yes	
cae	leha1242	Lehar			Latn	Vigorous	Stable	Emerging	0	7,500		noon1244	Yes	
enl	nort2971	Enlhet Norte			Latn		Stable	Still	0	7,500		leng1262	Yes	
esn	salv1237	Salvadoran Sign Language		Sign	Zxxx	Educational	Institutional	Emerging	0	7,500		deaf1237	Yes	
fap	palo1243	Palor			Latn	Threatened	Stable	Emerging	0	7,500		palo1244	Yes	
faz	nort2640	Northwestern Fars			Arab	Shifting			0	7,500		book1242	Yes	
itb	bino1237	Binongan Itneg			Latn	Vigorous	Endangered	Emerging	0	7,500		itne1252	Yes	
jje	jeju1234	Jejueo	제주말		Hang		Endangered	Emerging	0	7,500		kore1284	Yes	
jls	jama1263	Jamaican Sign Language		Sign	Zxxx	Developing	Stable	Emerging	0	7,500		amer1258	Yes	
kgf	kube1244	Kube			Latn	Developing	Stable	Emerging	0	7,500		pind1245	Yes	
kif	east2354	Eastern Parbate Kham			Deva	Threatened	Endangered	Emerging	0	7,500		parb1234	Yes	
lgq	logb1245	Logba			Latn	Vigorous	Stable	Emerging	0	7,500		nato1234	Yes	
lsd	lish1247	Lishana Deni			Hebr	Shifting	Endangered	Still	0	7,500		nort3242	Yes	
lti	leti1246	Leti (Indonesia)			Latn	Shifting	Endangered	Emerging	0	7,500		luan1262	Yes	
nik	sout2689	Southern Nicobarese				Vigorous	Endangered	Still	0	7,500		cent2305	Yes	
rnp	rong1264	Rongpo				Vigorous	Stable	Still	0	7,500		cent2311	Yes	
rug	rovi1238	Roviana			Latn	Wider Communication	Institutional	Ascending	0	7,500		rovi1239	Yes	
saj	sahu1245	Sahu			Latn	Developing	Stable	Emerging	0	7,500		sahu1246	Yes	
tis	masa1307	Masadiit Itneg			Latn	Vigorous	Stable	Emerging	0	7,500		masa1325	Yes	
tnp	whit1269	Whitesands			Latn	Shifting	Endangered	Emerging	0	7,500		whit1270	Yes	
tpl	tlac1237	Tlacoapa Tlapanec			Latn	Developing	Stable	Emerging	0	7,500		west2948	Yes	
kls	kala1372	Kalasha	کالاشا موندر		Latn	Vigorous	Stable	Emerging	0	7,466		indo1321	Yes	
cuc	usil1237	Usila Chinantec			Latn	Vigorous	Stable	Emerging	0	7,410		chin1486	Yes	
sor	somr1248	Somrai			Latn	Developing	Stable	Ascending	0	7,410		sarw1240	Yes	
kvv	kola1285	Kola	bahasa Kola		Latn	Vigorous	Stable	Emerging	0	7,400		kola1292	Yes	
yae	pume1238	Pumé			Latn	Vigorous	Stable	Emerging	0	7,400			Yes	
pbs	cent2145	Central Pame			Latn	Vigorous	Stable	Emerging	0	7,370		pame1260	Yes	
xtm	magd1235	Magdalena Peñasco Mixtec			Latn	Developing	Endangered	Emerging	0	7,350		tlax1236	Yes	
meh	sout3000	Southwestern Tlaxiaco Mixtec			Latn	Developing	Stable	Emerging	0	7,340		sout3402	Yes	
nbb	ndoe1238	Ndoe			Latn	Vigorous	Endangered	Still	0	7,340		ekoi1236	Yes	
yap	yape1248	Yapese	thin ni Waqab		Latn	Provincial	Institutional	Ascending	0	7,310		yape1250	Yes	
csj	song1313	Songlai Chin			Latn	Vigorous	Stable	Emerging	0	7,300		pend1244	Yes	
tbr	tumt1243	Tumtum				Moribund	Endangered	Still	0	7,300		east2424	Yes	
mqc	mang1408	Mangole			Latn	Vigorous	Endangered	Still	0	7,280		sula1248	Yes	
aau	abau1245	Abau			Latn	Developing	Stable	Emerging	0	7,270		sepi1257	Yes	
txu	kaya1330	Kayapó			Latn	Threatened	Stable	Emerging	0	7,270		core1264	Yes	
pri	paic1239	Paicî			Latn	Developing	Endangered	Ascending	0	7,250		cemp1235	Yes	
dwa	diri1259	Diri			Latn	Vigorous	Endangered	Still	0	7,200		west2712	Yes	
tmp	taim1250	Tai Mène				Vigorous			0	7,200	tyj	taid1248	No	ISO merged this into tyj
wos	hang1263	Hanga Hundi			Latn	Educational	Stable	Emerging	0	7,200		ambu1246	Yes	
noz	nayi1243	Nayi				Shifting	Endangered	Still	0	7,188		dizo1235	Yes	
asf	aust1271	Australian Sign Language		Sign	Zxxx	Developing	Stable	Emerging	0	7,150		aust1310	Yes	
kxj	kulf1238	Kulfa			Latn	Vigorous	Stable	Emerging	0	7,110		koul1239	Yes	
ciw	chip1241	Chippewa	Anishinaabemowin		Latn	Shifting	Endangered	Ascending	0	7,035	oji	cent2252	Possibly	But probably want to use macrolanguage
bsg	bash1263	Bashkardi				Shifting	Endangered	Still	0	7,030		mode1259	Yes	
gzi	gazi1243	Gazi			Arab	Shifting	Endangered	Still	0	7,030		nucl1790	Yes	
ntz	nata1252	Natanzi			Arab	Vigorous	Endangered	Still	0	7,030		kash1282	Yes	
nyq	nayi1242	Nayini			Arab	Vigorous	Endangered	Still	0	7,030		yazd1241	Yes	
siy	siva1239	Sivandi			Arab	Shifting	Endangered	Still	0	7,030		cent2264	Yes	
soj	soii1239	Soi				Vigorous	Endangered	Still	0	7,030		kash1282	Yes	
aab	alum1246	Alumu-Tesu			Latn	Vigorous	Stable	Still	0	7,000		alum1251	Yes	
akc	mpur1239	Mpur	bahasa Amberbaken		Latn	Threatened	Endangered	Emerging	0	7,000			Yes	
